chokepoint,risk_premium,pair,base_cost,security_cost,delta_cost,pct_increase
Bab_el_Mandeb,0.1,Balboa__Miami,2598.1734279532193,2598.1734279532193,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Mombasa,16842.288419600623,16842.288419600623,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Mumbai,21459.200474496378,21459.200474496378,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__New_York,4463.380347115753,4463.380347115753,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Norfolk,3994.911958080998,3994.911958080998,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Novorossiysk,16464.380471883887,16464.380471883887,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Odessa,16262.262472542605,16262.262472542605,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Piraeus,15066.154804256672,15066.154804256672,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Port_Klang,20381.06122764141,20381.06122764141,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Port_Said,16313.539569556957,16313.539569556957,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Rotterdam,10700.924514749751,10700.924514749751,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Santos,6281.422129225039,6281.422129225039,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Savannah,3305.3700945023347,3305.3700945023347,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Shanghai,16207.270216106983,16207.270216106983,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Shenzhen,17474.782482211438,17474.782482211438,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Singapore,20048.092841540827,20048.092841540827,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__St_Petersburg,12311.165676123186,12311.165676123186,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Stockholm,11617.22350171019,11617.22350171019,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Tangier_Med,12491.972471455858,12491.972471455858,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Tokyo,14448.84689295133,14448.84689295133,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Valparaiso,4752.9284885898305,4752.9284885898305,0.0,0.0
Bab_el_Mandeb,0.1,Balboa__Vancouver,6804.544860561196,6804.544860561196,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Barcelona,8955.422268487331,9101.025792170507,145.6035236831758,1.6258699960529037
Bab_el_Mandeb,0.1,Bandar_Abbas__Basra,1276.3299578046149,1276.3299578046149,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Bremerhaven,12690.74041359593,12836.343937279105,145.6035236831758,1.14732095163799
Bab_el_Mandeb,0.1,Bandar_Abbas__Buenos_Aires,16875.897241220195,16875.897241220195,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Busan,11943.755527982474,11943.755527982474,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Callao,23847.726584406344,23847.726584406344,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Cartagena,21004.668641326523,21004.668641326523,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Colombo,3481.1350589368567,3481.1350589368567,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Colon,21427.40006122299,21427.40006122299,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Constanta,8927.03102102011,9072.634544703285,145.6035236831758,1.6310408616294625
Bab_el_Mandeb,0.1,Bandar_Abbas__Dakar,13385.035349189486,13530.63887287266,145.603523683174,1.087808286527916
Bab_el_Mandeb,0.1,Bandar_Abbas__Dammam,773.1910488471711,773.1910488471711,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Djibouti,3340.263781902503,3340.263781902503,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Dubai,242.1306323075159,242.1306323075159,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Durban,7664.689430654648,7664.689430654648,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Felixstowe,12239.944763004716,12385.548286687892,145.6035236831758,1.1895766402742525
Bab_el_Mandeb,0.1,Bandar_Abbas__Gdansk,13347.237802951508,13492.841326634683,145.6035236831758,1.090888810349795
Bab_el_Mandeb,0.1,Bandar_Abbas__Genoa,8704.838542058298,8850.442065741474,145.6035236831758,1.6726734560288261
Bab_el_Mandeb,0.1,Bandar_Abbas__Halifax,17089.388651380286,17234.99217506346,145.603523683174,0.8520113074461197
Bab_el_Mandeb,0.1,Bandar_Abbas__Hamburg,12772.70044501876,12918.303968701935,145.6035236831758,1.1399588075359577
Bab_el_Mandeb,0.1,Bandar_Abbas__Helsinki,13981.55806105141,14127.161584734586,145.6035236831758,1.0413969819914797
Bab_el_Mandeb,0.1,Bandar_Abbas__Hong_Kong,9936.50029324024,9936.50029324024,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Houston,21272.841053688,21418.444577371178,145.60352368317763,0.6844573478253618
Bab_el_Mandeb,0.1,Bandar_Abbas__Jebel_Ali,274.97270235922184,274.97270235922184,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Jeddah,4554.370707918908,4699.974231602084,145.6035236831758,3.1970064147393145
Bab_el_Mandeb,0.1,Bandar_Abbas__Kaohsiung,10242.842443411637,10242.842443411637,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Lagos,15837.961637602133,15983.565161285307,145.603523683174,0.9193324685007784
Bab_el_Mandeb,0.1,Bandar_Abbas__Le_Havre,11951.768668889414,12097.37219257259,145.6035236831758,1.2182592193420159
Bab_el_Mandeb,0.1,Bandar_Abbas__Los_Angeles,23139.026645557828,23139.026645557828,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Manzanillo_MX,24385.756733817434,24385.756733817434,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Miami,19725.841599772237,19871.445123455414,145.60352368317763,0.7381359266560208
Bab_el_Mandeb,0.1,Bandar_Abbas__Mombasa,4652.4868129390115,4652.4868129390115,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Mumbai,2339.5299429288552,2339.5299429288552,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__New_York,18003.739143460123,18149.3426671433,145.60352368317763,0.808740465094265
Bab_el_Mandeb,0.1,Bandar_Abbas__Norfolk,18329.103069644458,18474.706593327635,145.60352368317763,0.7943843358288344
Bab_el_Mandeb,0.1,Bandar_Abbas__Novorossiysk,9399.76946827521,9545.372991958386,145.6035236831758,1.5490116451748792
Bab_el_Mandeb,0.1,Bandar_Abbas__Odessa,9197.651468933926,9343.254992617101,145.6035236831758,1.5830511101118327
Bab_el_Mandeb,0.1,Bandar_Abbas__Piraeus,8004.071793025954,8149.67531670913,145.6035236831758,1.819118161959041
Bab_el_Mandeb,0.1,Bandar_Abbas__Port_Klang,6945.514152214061,6945.514152214061,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Port_Said,6010.4754581685,6156.078981851676,145.6035236831758,2.422495935580175
Bab_el_Mandeb,0.1,Bandar_Abbas__Rotterdam,12361.169599876455,12506.773123559631,145.6035236831758,1.1779105731599302
Bab_el_Mandeb,0.1,Bandar_Abbas__Santos,15213.3531033146,15213.3531033146,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Savannah,19018.64493322312,19164.248456906298,145.60352368317763,0.7655830591212471
Bab_el_Mandeb,0.1,Bandar_Abbas__Shanghai,11119.305163748488,11119.305163748488,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Shenzhen,9973.668678509504,9973.668678509504,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Singapore,7278.482538314644,7278.482538314644,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__St_Petersburg,14278.461706248829,14424.065229932003,145.603523683174,1.0197423691618828
Bab_el_Mandeb,0.1,Bandar_Abbas__Stockholm,13584.519531835833,13730.123055519009,145.6035236831758,1.0718341811202705
Bab_el_Mandeb,0.1,Bandar_Abbas__Tangier_Med,9879.211419065248,10024.814942748424,145.6035236831758,1.4738375109797228
Bab_el_Mandeb,0.1,Bandar_Abbas__Tokyo,12877.72848690414,12877.72848690414,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Valparaiso,26247.70372112947,26247.70372112947,0.0,0.0
Bab_el_Mandeb,0.1,Bandar_Abbas__Vancouver,23809.685955313023,23809.685955313023,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Basra,9965.710308559486,10111.313832242662,145.6035236831758,1.4610451154507054
Bab_el_Mandeb,0.1,Barcelona__Bremerhaven,3735.3181451085998,3735.3181451085998,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Buenos_Aires,13277.071096059854,13277.071096059854,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Busan,18524.073095497697,18669.67661918087,145.603523683174,0.7860232624463306
Bab_el_Mandeb,0.1,Barcelona__Callao,15721.544111104831,15721.544111104831,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Cartagena,12878.486168025009,12878.486168025009,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Colombo,10061.452626452077,10207.056150135253,145.6035236831758,1.4471421681236827
Bab_el_Mandeb,0.1,Barcelona__Colon,13301.217587921477,13301.217587921477,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Constanta,2796.781944586258,2796.781944586258,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Dakar,4429.613080702155,4429.613080702155,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Dammam,9462.571399602042,9608.174923285218,145.6035236831758,1.5387310439665407
Bab_el_Mandeb,0.1,Barcelona__Djibouti,5773.992311334405,5911.286386411002,137.29407507659744,2.377801487665437
Bab_el_Mandeb,0.1,Barcelona__Dubai,8974.474422910353,9120.077946593528,145.6035236831758,1.6224183926746065
Bab_el_Mandeb,0.1,Barcelona__Durban,10832.523117983508,10978.126641666684,145.6035236831758,1.3441330528199247
Bab_el_Mandeb,0.1,Barcelona__Felixstowe,3284.5224945173873,3284.5224945173873,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Gdansk,4391.815534464178,4391.815534464178,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Genoa,645.2504011538565,645.2504011538565,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Halifax,8133.966382892955,8133.966382892955,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Hamburg,3817.2781765314307,3817.2781765314307,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Helsinki,5026.135792564081,5026.135792564081,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Hong_Kong,16516.817860755462,16662.421384438636,145.603523683174,0.8815470686344072
Bab_el_Mandeb,0.1,Barcelona__Houston,12317.418785200669,12317.418785200669,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Jebel_Ali,9007.142440393147,9152.745964076323,145.6035236831758,1.6165340411428026
Bab_el_Mandeb,0.1,Barcelona__Jeddah,4401.051560568423,4401.051560568423,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Kaohsiung,16823.16001092686,16968.763534610032,145.603523683174,0.8654944944267464
Bab_el_Mandeb,0.1,Barcelona__Lagos,6882.539369114802,6882.539369114802,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Le_Havre,2996.3464004020843,2996.3464004020843,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Los_Angeles,18397.21469958627,18397.21469958627,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Manzanillo_MX,16259.574260515921,16259.574260515921,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Miami,10770.419331284907,10770.419331284907,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Mombasa,7820.3205002678715,7965.924023951046,145.6035236831749,1.8618613351995932
Bab_el_Mandeb,0.1,Barcelona__Mumbai,8919.847510444077,9065.45103412725,145.603523683174,1.6323544041833635
Bab_el_Mandeb,0.1,Barcelona__New_York,9048.316874972794,9048.316874972794,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Norfolk,9373.680801157128,9373.680801157128,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Novorossiysk,3269.5203918413586,3269.5203918413586,0.0,0.0
Bab_el_Mandeb,0.1,Barcelona__Odessa,3067.4023925000747,3067.4023925000747,0.0,0.0
